FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201903,14,0,38207,815401,"I","03/14/2019 00:00:00",55,"M","Permanent Home",201903
201903,29,0,38198,815435,"D","03/29/2019 00:00:00",74,"F","Outside/Open Areas",201903
201903,22,0,38466,818414,"D","03/22/2019 00:00:00",39,"M","Outside/Open Areas",201903
201907,4,0,38799,823729,"D","07/04/2019 00:00:00",22,"M","In Water",201907
201907,14,0,38853,826570,"D","07/14/2019 00:00:00",36,"M","Outside/Open Areas",201907
201907,5,0,38856,826858,"I","07/05/2019 00:00:00",,"M","Under Tree",201907
201907,14,0,38864,826922,"D","07/14/2019 00:00:00",53,"M","In Water",201907
201907,14,0,38865,826922,"D","07/14/2019 00:00:00",39,"M","In Water",201907
201907,18,0,38876,827623,"D","07/18/2019 00:00:00",,"M","Permanent Home",201907
201907,21,0,38940,829416,"D","07/21/2019 00:00:00",32,"M","Outside/Open Areas",201907
201907,13,0,38954,831164,"D","07/13/2019 00:00:00",59,"M","Boating",201907
201907,30,0,38970,832259,"D","07/30/2019 00:00:00",73,"M","Unknown",201907
201907,30,0,38971,832259,"D","07/30/2019 00:00:00",73,"F","Unknown",201907
201907,9,0,38974,832228,"D","07/09/2019 00:00:00",40,"M","In Water",201907
201905,22,0,38935,828197,"D","05/22/2019 00:00:00",56,"F","Mobile/Trailer Home",201905
201905,22,0,38933,828197,"D","05/22/2019 00:00:00",86,"M","Permanent Home",201905
201905,22,0,38934,828197,"D","05/22/2019 00:00:00",83,"F","Permanent Home",201905
201903,21,0,38953,828322,"D","03/21/2019 00:00:00",46,"M","Vehicle/Towed Trailer",201903
201905,1,0,38931,828422,"D","05/01/2019 00:00:00",35,"M","Boating",201905
201905,1,0,38932,828422,"D","05/01/2019 00:00:00",23,"M","Boating",201905
201907,6,0,38982,832451,"D","07/06/2019 00:00:00",47,"M","Other",201907
201907,22,0,38989,830279,"D","07/22/2019 00:00:00",19,"F","In Water",201907
201907,1,0,39023,837602,"I","07/01/2019 00:00:00",77,"F","Unknown",201907
201907,1,0,39024,837602,"D","07/01/2019 00:00:00",73,"M","Permanent Home",201907
201907,2,0,39025,837602,"D","07/02/2019 00:00:00",60,"M","Outside/Open Areas",201907
201907,3,0,39026,837602,"I","07/03/2019 00:00:00",55,"M","Unknown",201907
201907,5,0,39027,837602,"D","07/05/2019 00:00:00",71,"M","Outside/Open Areas",201907
201907,5,0,39028,837602,"D","07/05/2019 00:00:00",62,"M","Outside/Open Areas",201907
201907,5,0,39029,837602,"D","07/05/2019 00:00:00",39,"M","Outside/Open Areas",201907
201907,6,0,39030,837602,"D","07/06/2019 00:00:00",64,"M","Outside/Open Areas",201907
201909,29,0,39635,856779,"I","09/29/2019 00:00:00",24,"M","Vehicle/Towed Trailer",201909
201909,1,0,39642,856827,"D","09/01/2019 00:00:00",61,"M","In Water",201909
201909,28,0,39643,856828,"D","09/28/2019 00:00:00",75,"M","In Water",201909
201909,30,0,39644,856829,"D","09/30/2019 00:00:00",58,"M","In Water",201909
201901,19,0,37244,795760,"I","01/19/2019 00:00:00",25,"M","Vehicle/Towed Trailer",201901
201901,21,0,37245,795764,"I","01/21/2019 00:00:00",19,"F","Vehicle/Towed Trailer",201901
201901,11,0,37388,801872,"I","01/11/2019 00:00:00",32,"F","Vehicle/Towed Trailer",201901
201901,11,0,37389,801882,"I","01/11/2019 00:00:00",53,"F","Vehicle/Towed Trailer",201901
201901,11,0,37390,801882,"I","01/11/2019 00:00:00",14,"F","Vehicle/Towed Trailer",201901
201901,21,0,37391,801898,"I","01/21/2019 00:00:00",19,"F","Vehicle/Towed Trailer",201901
201901,29,0,37413,801733,"I","01/29/2019 00:00:00",22,"M","Vehicle/Towed Trailer",201901
201901,3,0,37422,804082,"I","01/03/2019 00:00:00",35,"F","Vehicle/Towed Trailer",201901
201901,3,0,37423,804082,"I","01/03/2019 00:00:00",35,"M","Vehicle/Towed Trailer",201901
201901,3,0,37424,804082,"I","01/03/2019 00:00:00",10,"F","Vehicle/Towed Trailer",201901
201901,31,0,37436,804387,"D","01/31/2019 00:00:00",65,"M","Permanent Home",201901
201901,31,0,37437,804387,"D","01/31/2019 00:00:00",48,"F","Outside/Open Areas",201901
201901,31,0,37438,804387,"D","01/31/2019 00:00:00",59,"M","Outside/Open Areas",201901
201901,31,0,37439,804388,"D","01/31/2019 00:00:00",60,"F","Permanent Home",201901
201901,9,0,37473,804863,"D","01/09/2019 00:00:00",64,"M","In Water",201901
201901,21,0,37477,805136,"I","01/21/2019 00:00:00",,"","Permanent Home",201901
201901,21,0,37478,805136,"I","01/21/2019 00:00:00",,"","Permanent Home",201901
201909,30,0,39665,857268,"D","09/30/2019 00:00:00",3,"F","Vehicle/Towed Trailer",201909
201909,30,0,39666,857268,"D","09/30/2019 00:00:00",3,"F","Vehicle/Towed Trailer",201909
201909,30,0,39667,857053,"D","09/30/2019 00:00:00",68,"M","Boating",201909
201909,14,0,39679,857170,"D","09/14/2019 00:00:00",12,"M","Under Tree",201909
201909,25,0,39681,857924,"D","09/25/2019 00:00:00",,"M","In Water",201909
201909,16,0,39691,858351,"D","09/16/2019 00:00:00",,"","Vehicle/Towed Trailer",201909
201909,28,0,39693,858355,"D","09/28/2019 00:00:00",33,"M","Outside/Open Areas",201909
201909,17,0,39717,858968,"I","09/17/2019 00:00:00",55,"M","Permanent Home",201909
201909,18,0,39728,859730,"D","09/18/2019 00:00:00",62,"M","In Water",201909
201909,2,0,39792,858274,"D","09/02/2019 00:00:00",41,"M","In Water",201909
201909,15,0,39846,861408,"I","09/15/2019 00:00:00",17,"M","Vehicle/Towed Trailer",201909
201909,19,0,40040,856471,"D","09/19/2019 00:00:00",47,"M","Vehicle/Towed Trailer",201909
201909,19,0,40041,856471,"D","09/19/2019 00:00:00",52,"M","Vehicle/Towed Trailer",201909
201909,19,0,40042,856471,"D","09/19/2019 00:00:00",19,"M","In Water",201909
201906,21,0,39320,841554,"D","06/21/2019 00:00:00",38,"M","Vehicle/Towed Trailer",201906
201906,19,0,39322,832796,"D","06/19/2019 00:00:00",19,"M","Mobile/Trailer Home",201906
201906,13,0,39353,844277,"D","06/13/2019 00:00:00",18,"M","Under Tree",201906
201906,13,0,39354,844277,"D","06/13/2019 00:00:00",18,"F","Under Tree",201906
201906,6,0,39438,820917,"D","06/06/2019 00:00:00",37,"M","Vehicle/Towed Trailer",201906
201906,23,0,39445,821439,"D","06/23/2019 00:00:00",1,"M","Vehicle/Towed Trailer",201906
201906,23,0,39564,855043,"D","06/23/2019 00:00:00",0,"","Outside/Open Areas",201906
201906,23,0,39565,855043,"D","06/23/2019 00:00:00",25,"F","Outside/Open Areas",201906
201906,23,0,39566,855043,"D","06/23/2019 00:00:00",0,"","Outside/Open Areas",201906
201906,23,0,39567,855043,"D","06/23/2019 00:00:00",3,"","Outside/Open Areas",201906
201906,1,0,39600,855506,"I","06/01/2019 00:00:00",52,"M","Vehicle/Towed Trailer",201906
201906,10,0,39630,856768,"D","06/10/2019 00:00:00",14,"M","In Water",201906
201906,6,0,40045,863827,"D","06/06/2019 00:00:00",21,"M","Outside/Open Areas",201906
201906,27,0,40055,863859,"D","06/27/2019 00:00:00",55,"M","Heavy Equipment/Construction",201906
201906,14,0,40517,867599,"D","06/14/2019 00:00:00",29,"F","Vehicle/Towed Trailer",201906
201906,14,0,40518,867599,"D","06/14/2019 00:00:00",34,"M","Vehicle/Towed Trailer",201906
201906,12,0,40718,875117,"D","06/12/2019 00:00:00",6,"F","Outside/Open Areas",201906
201906,13,0,40719,875118,"D","06/13/2019 00:00:00",20,"F","Outside/Open Areas",201906
201906,30,0,40722,875142,"D","06/30/2019 00:00:00",18,"M","Outside/Open Areas",201906
201906,30,0,40723,875142,"D","06/30/2019 00:00:00",19,"M","Outside/Open Areas",201906
201906,30,0,40724,875142,"D","06/30/2019 00:00:00",40,"M","Outside/Open Areas",201906
201906,11,0,41873,923398,"D","06/11/2019 00:00:00",,"","Unknown",201906
201906,12,0,41874,923398,"D","06/12/2019 00:00:00",,"","Unknown",201906
201906,12,0,41875,923398,"D","06/12/2019 00:00:00",,"","Unknown",201906
201906,12,0,41876,923398,"D","06/12/2019 00:00:00",,"","Unknown",201906
201906,12,0,41877,923398,"D","06/12/2019 00:00:00",,"","Unknown",201906
201906,14,0,41879,923399,"D","06/14/2019 00:00:00",,"","Unknown",201906
201906,9,0,41880,923397,"D","06/09/2019 00:00:00",,"","Unknown",201906
201906,29,0,41884,923438,"D","06/29/2019 00:00:00",,"","Unknown",201906
201906,29,0,41885,923439,"D","06/29/2019 00:00:00",,"","Unknown",201906
201906,29,0,41886,923440,"D","06/29/2019 00:00:00",,"","Unknown",201906
201912,15,0,40646,869336,"D","12/15/2019 00:00:00",45,"M","Outside/Open Areas",201912
201902,22,0,38201,816788,"D","02/22/2019 00:00:00",76,"M","Vehicle/Towed Trailer",201902
201912,29,0,40624,870174,"D","12/29/2019 00:00:00",20,"F","Vehicle/Towed Trailer",201912
201912,16,0,41960,865237,"D","12/16/2019 00:00:00",35,"M","Mobile/Trailer Home",201912
201912,16,0,41961,865237,"D","12/16/2019 00:00:00",34,"F","Mobile/Trailer Home",201912
201912,16,0,41028,860583,"I","12/16/2019 00:00:00",54,"F","Vehicle/Towed Trailer",201912
201912,16,0,41029,860583,"I","12/16/2019 00:00:00",24,"M","Vehicle/Towed Trailer",201912
201905,26,0,41150,893044,"D","05/26/2019 00:00:00",17,"M","In Water",201905
201905,26,0,41152,893049,"D","05/26/2019 00:00:00",16,"M","Unknown",201905
201901,18,0,37398,802480,"I","01/18/2019 00:00:00",,"","Vehicle/Towed Trailer",201901
201901,8,0,40609,802481,"D","01/08/2019 00:00:00",50,"M","Boating",201901
201901,8,0,40610,802481,"D","01/08/2019 00:00:00",48,"M","Boating",201901
201901,8,0,40611,802481,"D","01/08/2019 00:00:00",50,"M","Boating",201901
201912,10,0,40619,857862,"D","12/10/2019 00:00:00",50,"F","Mobile/Trailer Home",201911
201911,5,0,40447,863855,"I","11/05/2019 00:00:00",15,"M","Vehicle/Towed Trailer",201911
201911,29,0,40598,868057,"I","11/29/2019 00:00:00",37,"M","Vehicle/Towed Trailer",201911
201905,13,0,38997,835579,"D","05/13/2019 00:00:00",20,"M","Vehicle/Towed Trailer",201905
201905,13,0,38998,835579,"D","05/13/2019 00:00:00",19,"F","Vehicle/Towed Trailer",201905
201904,10,0,37831,806480,"D","04/10/2019 00:00:00",,"M","Outside/Open Areas",201904
201904,7,0,37853,807853,"D","04/07/2019 00:00:00",14,"M","In Water",201904
201904,19,0,37863,808706,"D","04/19/2019 00:00:00",18,"M","In Water",201904
201904,11,0,37874,809596,"D","04/11/2019 00:00:00",18,"M","In Water",201904
201904,18,0,37875,809658,"I","04/18/2019 00:00:00",25,"M","Vehicle/Towed Trailer",201904
201904,13,0,37884,810094,"D","04/13/2019 00:00:00",13,"M","In Water",201904
201904,28,0,37900,810666,"D","04/28/2019 00:00:00",,"M","In Water",201904
201904,13,0,37913,811397,"D","04/13/2019 00:00:00",,"","Outside/Open Areas",201904
201904,21,0,37942,812917,"D","04/21/2019 00:00:00",44,"M","In Water",201904
201904,18,0,37944,812914,"D","04/18/2019 00:00:00",18,"M","In Water",201904
201904,9,0,37945,812922,"D","04/09/2019 00:00:00",29,"M","In Water",201904
201904,13,0,37954,813767,"D","04/13/2019 00:00:00",8,"M","Vehicle/Towed Trailer",201904
201904,13,0,37955,813767,"D","04/13/2019 00:00:00",3,"M","Vehicle/Towed Trailer",201904
201904,18,0,37956,813825,"D","04/18/2019 00:00:00",58,"M","In Water",201904
201904,19,0,37965,808514,"D","04/19/2019 00:00:00",20,"M","In Water",201904
201904,25,0,38196,815582,"D","04/25/2019 00:00:00",35,"F","Permanent Home",201904
201904,25,0,38197,815582,"D","04/25/2019 00:00:00",14,"M","Permanent Home",201904
201904,15,0,38200,816762,"D","04/15/2019 00:00:00",78,"F","Permanent Home",201904
201904,30,0,38352,817782,"D","04/30/2019 00:00:00",59,"M","Camping",201904
201904,29,0,38478,818978,"I","04/29/2019 00:00:00",73,"M","Other",201904
201904,29,0,38479,818978,"I","04/29/2019 00:00:00",70,"M","Other",201904
201904,19,0,38482,819348,"D","04/19/2019 00:00:00",9,"M","In Water",201904
201904,19,0,38561,814016,"I","04/19/2019 00:00:00",64,"M","Vehicle/Towed Trailer",201904
201904,15,0,38562,820037,"D","04/15/2019 00:00:00",78,"F","Permanent Home",201904
201904,19,0,38563,820547,"D","04/19/2019 00:00:00",8,"F","Permanent Home",201904
201904,25,0,38570,820642,"I","04/25/2019 00:00:00",62,"M","Outside/Open Areas",201904
201904,13,0,38710,807386,"D","04/13/2019 00:00:00",,"F","Mobile/Trailer Home",201904
201904,12,0,38768,822066,"D","04/12/2019 00:00:00",40,"F","In Water",201904
201904,26,0,38769,822093,"D","04/26/2019 00:00:00",28,"M","Other",201904
201904,24,0,38770,810946,"D","04/24/2019 00:00:00",17,"F","In Water",201904
201904,30,0,38776,822368,"D","04/30/2019 00:00:00",55,"M","Vehicle/Towed Trailer",201904
201904,10,0,38785,819544,"I","04/10/2019 00:00:00",,"M","Vehicle/Towed Trailer",201904
201904,30,0,38786,822242,"D","04/30/2019 00:00:00",58,"F","Mobile/Trailer Home",201904
201904,30,0,38787,822242,"D","04/30/2019 00:00:00",83,"F","Mobile/Trailer Home",201904
201904,29,0,38833,822735,"D","04/29/2019 00:00:00",25,"M","Vehicle/Towed Trailer",201904
201904,24,0,38834,818799,"D","04/24/2019 00:00:00",7,"M","In Water",201904
201904,24,0,38835,818799,"D","04/24/2019 00:00:00",3,"F","In Water",201904
201904,24,0,38836,818799,"D","04/24/2019 00:00:00",27,"F","Vehicle/Towed Trailer",201904
201904,29,0,38875,825300,"D","04/29/2019 00:00:00",58,"M","In Water",201904
201904,13,0,38878,815468,"D","04/13/2019 00:00:00",95,"M","Mobile/Trailer Home",201904
201904,13,0,39005,836420,"D","04/13/2019 00:00:00",80,"F","Vehicle/Towed Trailer",201904
201904,3,0,39278,832504,"D","04/03/2019 00:00:00",22,"M","Vehicle/Towed Trailer",201904
201904,18,0,39391,845854,"D","04/18/2019 00:00:00",81,"M","Vehicle/Towed Trailer",201904
201904,7,0,39722,859545,"D","04/07/2019 00:00:00",11,"M","Outside/Open Areas",201904
201904,18,0,40586,827409,"I","04/18/2019 00:00:00",86,"F","Permanent Home",201904
201904,26,0,41442,916380,"D","04/26/2019 00:00:00",,"","Unknown",201904
201904,28,0,41443,916381,"D","04/28/2019 00:00:00",,"","Unknown",201904
201906,6,0,38341,817354,"D","06/06/2019 00:00:00",97,"M","Outside/Open Areas",201906
201906,9,0,38480,819069,"D","06/09/2019 00:00:00",45,"M","Vehicle/Towed Trailer",201906
201906,20,0,38532,820152,"D","06/20/2019 00:00:00",,"M","In Water",201906
201906,22,0,38559,820397,"D","06/22/2019 00:00:00",48,"M","In Water",201906
201906,23,0,38568,820556,"D","06/23/2019 00:00:00",41,"M","In Water",201906
201906,23,0,38569,820556,"D","06/23/2019 00:00:00",59,"M","In Water",201906
201906,22,0,38574,821108,"D","06/22/2019 00:00:00",49,"M","In Water",201906
201906,24,0,38791,823196,"D","06/24/2019 00:00:00",60,"M","In Water",201906
201906,16,0,38798,821122,"D","06/16/2019 00:00:00",59,"M","Outside/Open Areas",201906
201906,20,0,38801,823786,"D","06/20/2019 00:00:00",61,"M","Outside/Open Areas",201906
201906,10,0,38815,824254,"D","06/10/2019 00:00:00",83,"M","Outside/Open Areas",201906
201906,10,0,38816,824286,"I","06/10/2019 00:00:00",14,"M","In Water",201906
201906,8,0,38817,824287,"D","06/08/2019 00:00:00",33,"M","In Water",201906
201906,11,0,38818,824288,"I","06/11/2019 00:00:00",34,"M","In Water",201906
201906,30,0,38837,825640,"D","06/30/2019 00:00:00",,"F","In Water",201906
201906,8,0,38838,825810,"D","06/08/2019 00:00:00",71,"M","In Water",201906
201906,30,0,38843,826063,"D","06/30/2019 00:00:00",,"","Vehicle/Towed Trailer",201906
201906,23,0,38851,826316,"D","06/23/2019 00:00:00",50,"F","Outside/Open Areas",201906
201906,16,0,38966,829480,"D","06/16/2019 00:00:00",59,"F","Vehicle/Towed Trailer",201906
201906,21,0,38967,823241,"D","06/21/2019 00:00:00",48,"F","Vehicle/Towed Trailer",201906
201906,21,0,38973,823215,"D","06/21/2019 00:00:00",22,"M","Boating",201906
201906,21,0,38978,832399,"D","06/21/2019 00:00:00",31,"F","Other",201906
201906,6,0,38980,832420,"D","06/06/2019 00:00:00",29,"M","Other",201906
201906,27,0,38983,832432,"D","06/27/2019 00:00:00",64,"F","In Water",201906
201906,21,0,38984,832414,"D","06/21/2019 00:00:00",65,"F","In Water",201906
201906,9,0,38992,833717,"I","06/09/2019 00:00:00",55,"F","Boating",201906
201906,9,0,38993,833747,"D","06/09/2019 00:00:00",29,"F","Permanent Structure",201906
201906,9,0,39001,836001,"D","06/09/2019 00:00:00",23,"F","Boating",201906
201906,6,0,39006,836615,"D","06/06/2019 00:00:00",31,"M","Outside/Open Areas",201906
201906,6,0,39007,836615,"I","06/06/2019 00:00:00",78,"M","Outside/Open Areas",201906
201906,8,0,39008,836615,"I","06/08/2019 00:00:00",86,"M","Permanent Home",201906
201906,11,0,39009,836622,"I","06/11/2019 00:00:00",49,"M","Outside/Open Areas",201906
201906,12,0,39010,836622,"D","06/12/2019 00:00:00",53,"M","Outside/Open Areas",201906
201906,12,0,39011,836622,"D","06/12/2019 00:00:00",46,"M","Outside/Open Areas",201906
201906,12,0,39012,836622,"D","06/12/2019 00:00:00",43,"M","Outside/Open Areas",201906
201906,13,0,39013,836622,"I","06/13/2019 00:00:00",74,"F","Outside/Open Areas",201906
201906,13,0,39014,836622,"D","06/13/2019 00:00:00",47,"M","Outside/Open Areas",201906
201906,13,0,39015,836622,"D","06/13/2019 00:00:00",53,"M","Unknown",201906
201906,14,0,39016,836622,"I","06/14/2019 00:00:00",81,"M","Unknown",201906
201906,14,0,39017,836624,"D","06/14/2019 00:00:00",52,"M","Outside/Open Areas",201906
201906,18,0,39018,836625,"D","06/18/2019 00:00:00",26,"M","Permanent Structure",201906
201906,20,0,39019,836625,"I","06/20/2019 00:00:00",51,"M","Unknown",201906
201906,24,0,39020,836626,"D","06/24/2019 00:00:00",72,"M","Outside/Open Areas",201906
201906,30,0,39021,836627,"I","06/30/2019 00:00:00",60,"M","Outside/Open Areas",201906
201906,30,0,39022,836627,"D","06/30/2019 00:00:00",81,"F","Unknown",201906
201906,23,0,39246,835231,"D","06/23/2019 00:00:00",64,"F","Permanent Home",201906
201906,30,0,39250,839173,"D","06/30/2019 00:00:00",39,"M","Under Tree",201906
201906,18,0,39251,837662,"I","06/18/2019 00:00:00",26,"M","In Water",201906
201906,19,0,39252,837666,"I","06/19/2019 00:00:00",16,"M","In Water",201906
201906,23,0,39253,837675,"I","06/23/2019 00:00:00",23,"","In Water",201906
201906,30,0,39276,839347,"D","06/30/2019 00:00:00",1,"F","Vehicle/Towed Trailer",201906
201906,22,0,39281,841056,"D","06/22/2019 00:00:00",4,"M","Vehicle/Towed Trailer",201906
201906,21,0,39283,840706,"D","06/21/2019 00:00:00",1,"F","Vehicle/Towed Trailer",201906
201901,1,0,36805,791368,"D","01/01/2019 00:00:00",,"","Outside/Open Areas",201901
201901,1,0,36806,791368,"D","01/01/2019 00:00:00",,"","Vehicle/Towed Trailer",201901
201901,4,0,36858,791649,"I","01/04/2019 00:00:00",,"","Vehicle/Towed Trailer",201901
201901,5,0,37229,792214,"D","01/05/2019 00:00:00",40,"M","Outside/Open Areas",201901
201901,10,0,36834,792656,"I","01/10/2019 00:00:00",65,"M","Vehicle/Towed Trailer",201901
201901,1,0,36839,792690,"I","01/01/2019 00:00:00",50,"M","Vehicle/Towed Trailer",201901
201901,12,0,37408,793101,"I","01/12/2019 00:00:00",73,"M","Vehicle/Towed Trailer",201901
201901,21,0,36851,793453,"I","01/21/2019 00:00:00",34,"F","Vehicle/Towed Trailer",201901
201901,22,0,36857,793953,"I","01/22/2019 00:00:00",52,"M","Outside/Open Areas",201901
201901,17,0,37204,794220,"D","01/17/2019 00:00:00",26,"M","Outside/Open Areas",201901
201901,17,0,37205,794220,"D","01/17/2019 00:00:00",22,"M","Outside/Open Areas",201901
201901,25,0,37230,794267,"D","01/25/2019 00:00:00",39,"M","Outside/Open Areas",201901
201901,21,0,37231,794275,"D","01/21/2019 00:00:00",50,"M","Outside/Open Areas",201901
201901,23,0,37222,794653,"I","01/23/2019 00:00:00",69,"M","Outside/Open Areas",201901
201902,5,0,37233,795687,"I","02/05/2019 00:00:00",64,"M","Vehicle/Towed Trailer",201902
201902,5,0,37238,795729,"I","02/05/2019 00:00:00",19,"F","Vehicle/Towed Trailer",201902
201902,5,0,37239,795729,"I","02/05/2019 00:00:00",21,"M","Vehicle/Towed Trailer",201902
201902,4,0,37241,795577,"I","02/04/2019 00:00:00",7,"F","Vehicle/Towed Trailer",201902
201902,4,0,37242,795576,"I","02/04/2019 00:00:00",85,"F","Vehicle/Towed Trailer",201902
201902,10,0,37283,797000,"I","02/10/2019 00:00:00",,"M","Vehicle/Towed Trailer",201902
201901,26,0,37223,794955,"I","01/26/2019 00:00:00",28,"M","Outside/Open Areas",201901
201901,28,0,37225,795005,"I","01/28/2019 00:00:00",22,"M","Outside/Open Areas",201901
201901,28,0,37226,795005,"I","01/28/2019 00:00:00",21,"F","Outside/Open Areas",201901
201901,20,0,37232,795342,"D","01/20/2019 00:00:00",,"","Under Tree",201901
201901,30,0,37246,795779,"D","01/30/2019 00:00:00",70,"M","Outside/Open Areas",201901
201901,30,0,37247,795779,"D","01/30/2019 00:00:00",75,"M","Outside/Open Areas",201901
201901,12,0,37269,796115,"I","01/12/2019 00:00:00",52,"M","In Water",201901
201901,12,0,37270,796116,"I","01/12/2019 00:00:00",52,"M","In Water",201901
201901,12,0,37271,796117,"I","01/12/2019 00:00:00",52,"M","In Water",201901
201901,12,0,37272,796118,"I","01/12/2019 00:00:00",52,"M","In Water",201901
201901,6,0,37274,796277,"D","01/06/2019 00:00:00",32,"M","Vehicle/Towed Trailer",201901
201901,7,0,37275,796413,"D","01/07/2019 00:00:00",,"M","In Water",201901
201901,19,0,37404,797311,"I","01/19/2019 00:00:00",63,"M","Outside/Open Areas",201901
201901,12,0,37290,797341,"D","01/12/2019 00:00:00",18,"M","In Water",201901
201901,16,0,37294,797421,"D","01/16/2019 00:00:00",,"M","Outside/Open Areas",201901
201901,16,0,37295,797452,"I","01/16/2019 00:00:00",25,"M","Vehicle/Towed Trailer",201901
201901,16,0,37296,797455,"I","01/16/2019 00:00:00",52,"M","Outside/Open Areas",201901
201901,2,0,37311,797560,"I","01/02/2019 00:00:00",45,"F","Vehicle/Towed Trailer",201901
201901,22,0,37310,797640,"I","01/22/2019 00:00:00",62,"F","Vehicle/Towed Trailer",201901
201901,29,0,37308,797646,"D","01/29/2019 00:00:00",82,"M","Outside/Open Areas",201901
201901,21,0,37369,798982,"I","01/21/2019 00:00:00",71,"F","Outside/Open Areas",201901
201901,30,0,37418,800125,"D","01/30/2019 00:00:00",46,"F","Outside/Open Areas",201901
201901,30,0,37410,800956,"D","01/30/2019 00:00:00",22,"M","Outside/Open Areas",201901
201901,21,0,37395,802239,"I","01/21/2019 00:00:00",74,"M","Vehicle/Towed Trailer",201901
201901,25,0,37394,802250,"D","01/25/2019 00:00:00",35,"M","Outside/Open Areas",201901
201901,27,0,37405,802738,"I","01/27/2019 00:00:00",75,"M","Outside/Open Areas",201901
201901,9,0,37407,802751,"D","01/09/2019 00:00:00",29,"M","Outside/Open Areas",201901
201901,16,0,37421,803882,"D","01/16/2019 00:00:00",75,"M","Outside/Open Areas",201901
201901,27,0,37431,804274,"I","01/27/2019 00:00:00",,"M","Outside/Open Areas",201901
201901,24,0,37430,804274,"I","01/24/2019 00:00:00",78,"F","Vehicle/Towed Trailer",201901
201901,2,0,37445,804444,"D","01/02/2019 00:00:00",,"","Vehicle/Towed Trailer",201901
201901,2,0,37446,804444,"D","01/02/2019 00:00:00",,"","Vehicle/Towed Trailer",201901
201901,2,0,37447,804444,"D","01/02/2019 00:00:00",,"","Vehicle/Towed Trailer",201901
201901,31,0,37440,804490,"D","01/31/2019 00:00:00",69,"M","Outside/Open Areas",201901
201901,8,0,37444,804570,"D","01/08/2019 00:00:00",58,"F","Outside/Open Areas",201901
201901,30,0,37470,804847,"D","01/30/2019 00:00:00",18,"M","Outside/Open Areas",201901
201901,30,0,37467,804848,"D","01/30/2019 00:00:00",72,"M","Outside/Open Areas",201901
201901,30,0,37468,804848,"D","01/30/2019 00:00:00",67,"M","Outside/Open Areas",201901
201901,30,0,37476,804852,"D","01/30/2019 00:00:00",18,"M","Outside/Open Areas",201901
201902,6,0,37285,797147,"D","02/06/2019 00:00:00",54,"M","Vehicle/Towed Trailer",201902
201902,11,0,37301,797507,"I","02/11/2019 00:00:00",50,"M","In Water",201902
201902,11,0,37302,797507,"I","02/11/2019 00:00:00",15,"F","In Water",201902
201902,11,0,37303,797507,"I","02/11/2019 00:00:00",13,"F","In Water",201902
201902,1,0,37309,797647,"D","02/01/2019 00:00:00",72,"F","Permanent Structure",201902
201902,15,0,37316,797740,"I","02/15/2019 00:00:00",74,"F","Vehicle/Towed Trailer",201902
201902,19,0,37324,798371,"D","02/19/2019 00:00:00",47,"M","Outside/Open Areas",201902
201902,16,0,37325,798364,"D","02/16/2019 00:00:00",27,"M","Outside/Open Areas",201902
201902,16,0,37326,798364,"D","02/16/2019 00:00:00",37,"M","Outside/Open Areas",201902
201902,14,0,37392,802037,"D","02/14/2019 00:00:00",84,"M","Vehicle/Towed Trailer",201902
201902,12,0,37412,803312,"D","02/12/2019 00:00:00",52,"F","Under Tree",201902
201902,22,0,37426,804275,"I","02/22/2019 00:00:00",22,"F","Outside/Open Areas",201902
201902,23,0,37464,804812,"D","02/23/2019 00:00:00",60,"M","Vehicle/Towed Trailer",201902
201902,23,0,37465,804812,"D","02/23/2019 00:00:00",58,"M","In Water",201902
201902,15,0,37652,805364,"I","02/15/2019 00:00:00",30,"M","Vehicle/Towed Trailer",201902
201902,2,0,37653,805386,"D","02/02/2019 00:00:00",76,"M","Vehicle/Towed Trailer",201902
201902,7,0,37654,805402,"I","02/07/2019 00:00:00",51,"M","Outside/Open Areas",201902
201902,21,0,37661,805460,"I","02/21/2019 00:00:00",53,"M","Outside/Open Areas",201902
201902,7,0,37681,806035,"D","02/07/2019 00:00:00",58,"M","Vehicle/Towed Trailer",201902
201902,17,0,37832,797540,"I","02/17/2019 00:00:00",,"M","Outside/Open Areas",201902
201902,17,0,37833,797540,"I","02/17/2019 00:00:00",,"F","Outside/Open Areas",201902
201902,27,0,37835,807040,"D","02/27/2019 00:00:00",35,"M","In Water",201902
201902,7,0,37876,808779,"D","02/07/2019 00:00:00",46,"M","Outside/Open Areas",201902
201902,19,0,37883,808917,"I","02/19/2019 00:00:00",29,"M","Vehicle/Towed Trailer",201902
201902,24,0,37894,809516,"I","02/24/2019 00:00:00",30,"M","Outside/Open Areas",201902
201902,18,0,37897,798141,"I","02/18/2019 00:00:00",,"F","Vehicle/Towed Trailer",201902
201902,6,0,37903,810660,"I","02/06/2019 00:00:00",32,"M","Vehicle/Towed Trailer",201902
201902,6,0,37904,810660,"I","02/06/2019 00:00:00",31,"F","Vehicle/Towed Trailer",201902
201902,22,0,37938,812906,"D","02/22/2019 00:00:00",18,"M","Vehicle/Towed Trailer",201902
201902,23,0,37940,799239,"D","02/23/2019 00:00:00",41,"F","Permanent Structure",201902
